system   I             system.c:245  al_install_system                [   0.00055] Allegro version: 5.1.12 (WIP)
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.23562] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23573] added dtor for object 05F89470, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23591] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23773] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23775] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23777] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23779] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23780] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23782] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23784] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23785] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23787] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.23788] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.23790] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.23792] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.23794] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23803] added dtor for object 05F89F28, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23816] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23819] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23915] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23918] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23920] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23922] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23924] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23925] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23927] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23929] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.23931] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.23939] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.23941] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.23943] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.23945] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.23955] added dtor for object 05F8A0B0, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.23969] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.23972] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24044] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24047] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24048] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24050] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24052] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24053] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24055] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24056] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24058] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.24060] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.24061] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.24063] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.24065] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.24075] added dtor for object 05F8A858, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24088] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24090] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24169] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24171] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24173] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24174] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24176] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24177] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24179] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24181] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.24182] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.24184] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.24185] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.24187] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.24189] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.24198] added dtor for object 05FEA460, func 0F1341E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.24211] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.24214] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.24342] Font res/fonts/imagine_font.ttf loaded with pixel size 0 x 30.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.24345]     ascent=19.0, descent=-4.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24348] added dtor for object 00AB8FF0, func 0F131AA0
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.24375] Font res/fonts/imagine_font.ttf loaded with pixel size 0 x 70.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.24378]     ascent=44.0, descent=-9.0, height=53.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24381] added dtor for object 05F5ADC0, func 0F131AA0
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.24406] Font res/fonts/imagine_font.ttf loaded with pixel size 0 x 165.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.24409]     ascent=104.0, descent=-21.0, height=124.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24411] added dtor for object 05F5B3C0, func 0F131AA0
font     D                ttf.c:847  al_load_ttf_font_stretch_f       [   0.24446] Font res/fonts/visitor2.ttf loaded with pixel size 0 x 14.
font     D                ttf.c:849  al_load_ttf_font_stretch_f       [   0.24448]     ascent=8.0, descent=-2.0, height=10.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.24451] added dtor for object 05F5B420, func 0F131AA0
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.24454] Loading sample res/samples/mainMenuTheme.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.24532] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.24535] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.24536] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.24538] total_samples 974592
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.24540] total_size 3898368
dtor     D               dtor.c:184  _al_register_destructor          [   0.32804] added dtor for object 050E8E10, func 0F133F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.32814] Loading sample res/samples/round1.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.32923] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.32928] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.32931] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.32934] total_samples 2758850
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.32937] total_size 11035400
dtor     D               dtor.c:184  _al_register_destructor          [   0.55818] added dtor for object 050E87F8, func 0F133F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.55826] Loading sample res/samples/round2.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.55906] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.55908] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.55910] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.55912] total_samples 1657456
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.55914] total_size 6629824
dtor     D               dtor.c:184  _al_register_destructor          [   0.69033] added dtor for object 050E8EE0, func 0F133F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.69041] Loading sample res/samples/round3.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.69125] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.69133] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.69136] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.69137] total_samples 2801728
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.69139] total_size 11206912
dtor     D               dtor.c:184  _al_register_destructor          [   0.91136] added dtor for object 050E8930, func 0F133F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   0.91145] Loading sample res/samples/round4.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   0.91224] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.91227] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.91228] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.91230] total_samples 2030973
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.91232] total_size 8123892
dtor     D               dtor.c:184  _al_register_destructor          [   1.07203] added dtor for object 050E8F48, func 0F133F6C
acodec   I                ogg.c:203  _al_load_ogg_vorbis              [   1.07212] Loading sample res/samples/round5.ogg.
acodec   D                ogg.c:262  _al_load_ogg_vorbis_f            [   1.07293] channels 2
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   1.07295] word_size 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   1.07297] rate 44100
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   1.07299] total_samples 1839251
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   1.07300] total_size 7357004
dtor     D               dtor.c:184  _al_register_destructor          [   1.21650] added dtor for object 050E8790, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21674] added dtor for object 050E9220, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21691] added dtor for object 050E8A68, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21713] added dtor for object 050E93C0, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21734] added dtor for object 050E90E8, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21751] added dtor for object 050E9428, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21767] added dtor for object 050E8860, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21787] added dtor for object 050E9018, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21810] added dtor for object 050E8E78, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21831] added dtor for object 050E88C8, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21851] added dtor for object 050E8998, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21871] added dtor for object 050E8AD0, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21893] added dtor for object 050E8DA8, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21913] added dtor for object 050E9288, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21934] added dtor for object 050E8C70, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21954] added dtor for object 050E8C08, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21969] added dtor for object 050E8B38, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.21986] added dtor for object 050E8FB0, func 0F133F6C
wav      I                wav.c:107  wav_open                         [   1.22000] Ignoring chunk: LIST
dtor     D               dtor.c:184  _al_register_destructor          [   1.22031] added dtor for object 050E9080, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22075] added dtor for object 050E92F0, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22095] added dtor for object 050E8CD8, func 0F133F6C
wav      I                wav.c:107  wav_open                         [   1.22109] Ignoring chunk: LIST
dtor     D               dtor.c:184  _al_register_destructor          [   1.22129] added dtor for object 050E9358, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22158] added dtor for object 050E9150, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22176] added dtor for object 050E8D40, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22225] added dtor for object 08639158, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22386] added dtor for object 086392F8, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22541] added dtor for object 086390F0, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22562] added dtor for object 08639228, func 0F133F6C
dtor     D               dtor.c:184  _al_register_destructor          [   1.22572] added dtor for object 05F5A4D8, func 0F134AC5
dtor     D               dtor.c:184  _al_register_destructor          [   1.22575] added dtor for object 05F5A850, func 0F134AC5
dtor     D               dtor.c:184  _al_register_destructor          [   1.22579] added dtor for object 00A9E118, func 0F1345BB
dtor     D               dtor.c:184  _al_register_destructor          [   1.22582] added dtor for object 050A6828, func 0F13250E
dtor     D               dtor.c:184  _al_register_destructor          [   1.22588] added dtor for object 00A9D818, func 0F1345BB
dtor     D               dtor.c:184  _al_register_destructor          [   1.22591] added dtor for object 050A6AF8, func 0F13250E
dtor     D               dtor.c:184  _al_register_destructor          [   1.22595] added dtor for object 00A9D8D8, func 0F1345BB
dtor     D               dtor.c:184  _al_register_destructor          [   1.22597] added dtor for object 050A6378, func 0F13250E
dtor     D               dtor.c:184  _al_register_destructor          [   1.22600] added dtor for object 08659108, func 0F134AC5
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.22603] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.22606]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.22608]  0.000000 0.707107
dtor     D               dtor.c:184  _al_register_destructor          [   1.22610] added dtor for object 08657D60, func 0F134AC5
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.22613] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.22615]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.22617]  0.000000 0.707107
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22708] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22711] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22712] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22714] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22716] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22718] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22720] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22721] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.22723] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   1.22725] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   1.22727] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   1.22729] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   1.22730] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   1.23292] Glyph 37: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.25825] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.25830] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.28874] Glyph 50: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.29130] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.29135] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.32142] Glyph 48: 106x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.32382] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.32387] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.35082] Glyph 36: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.35326] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.35332] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.38087] Glyph 49: 105x105 (108x108)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.38327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.38332] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41089] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41092] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41094] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41096] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41098] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41099] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41101] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41102] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   1.41104] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   1.41106] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   1.41107] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   1.41109] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   1.41111] Chose bitmap format 9
font     D                ttf.c:225  alloc_glyph_region               [   1.41265] Glyph 83: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.41823] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.41828] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.42711] Glyph 85: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.42791] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.42794] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.43776] Glyph 72: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.43854] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.43858] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.44291] Glyph 86: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.44363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.44366] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:415  cache_glyph                      [   1.44752] Glyph 3 has zero size.
font     D                ttf.c:225  alloc_glyph_region               [   1.44760] Glyph 68: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.44827] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.44830] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.45218] Glyph 81: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.45285] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.45287] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.45690] Glyph 92: 46x46 (48x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.45756] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.45759] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.46135] Glyph 78: 41x46 (44x48)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.46199] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.46202] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:225  alloc_glyph_region               [   1.46581] Glyph 17: 11x11 (12x12)
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.46649] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.46652] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47176] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47184] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47317] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47321] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47358] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47361] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47396] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47399] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47780] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48180] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48184] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48355] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48384] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48387] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48418] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48421] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48454] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48483] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48486] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48522] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48553] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48556] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48584] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48587] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.48617] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.48620] _al_d3d_sync_bitmap (video) ref count == 1
